Sponsor Name,Site Name,County,Street,City,Zip Code,Start Date,End Date,Meals,Days,Time,ContactPhone,Email,Notes
Michigan City Area Schools,Colonial Mobile Home Court,LaPorte,6248 N 400 W,Michigan City,46360,3/23/2020,4/27/2020,Brk,M,07:00 AM to 08:00 AM,(219) 873-2000,clicciardone@mcas.k12.in.us,Delivery instead of on-site pickup
Michigan City Area Schools,Elston Middle School,LaPorte,317 Detroit Street,Michigan City,46360,3/16/2020,4/27/2020,Brk Sup,M,04:00 PM to 06:00 PM,(219) 873-2131,clicciardone@mcas.k12.in.us,
Michigan City Area Schools,Emmett Wise Center,LaPorte,1702 E Michigan Blvd,Michigan City,46360,3/23/2020,4/27/2020,Brk Sup,M,05:30 PM to 06:00 PM,(219) 873-2000,clicciardone@mcas.k12.in.us,
Michigan City Area Schools,Garden Estates West,LaPorte,909 Pine Tree Court,Michigan City,46360,3/16/2020,4/27/2020,Brk Lun,M,12:00 PM to 01:00 PM,(219) 873-2000,clicciardone@mcas.k12.in.us,
Michigan City Area Schools,Green Acres,LaPorte,800 Hwy 212,Michigan City,46360,3/16/2020,4/27/2020,Brk Lun,M,12:00 PM to 01:00 PM,(219) 873-2000,clicciardone@mcas.k12.in.us,
Michigan City Area Schools,Knapp Elementary School,LaPorte,321 Bolka Ave.,Michigan City,46360,3/16/2020,4/27/2020,Brk Sup,M,04:00 PM to 04:30 PM,(219) 873-2131,clicciardone@mcas.k12.in.us,
Michigan City Area Schools,Krueger Martin T. Jr. High School,LaPorte,2001 Springland Avenue,Michigan City,46360,3/16/2020,4/27/2020,Brk Sup,M,04:00 PM to 06:00 PM,(219) 873-2131,clicciardone@mcas.k12.in.us,
Michigan City Area Schools,Madelyn Smart Neighborhood Center,LaPorte,301 Grant St.,Michigan City,46360,3/16/2020,4/27/2020,Brk Sup,M,04:45 PM to 05:15 PM,(219) 873-2000,clicciardone@mcas.k12.in.us,
Michigan City Area Schools,Tall Timbers Apartments,LaPorte,3065 Springland Ave.,Michigan City,46360,3/16/2020,4/27/2020,Brk Sup,M,04:00 PM to 04:30 PM,(219) 873-2000,clicciardone@mcas.k12.in.us,
South Central Community Schools,South Central Jr.-Sr. High School,LaPorte,9808 South 600 West,Union Mills,46382,3/24/2020,5/25/2020,Brk Lun,T,8:00 AM to 9:00 AM,(219) 767-2266,hagenowk@scentral.k12.in.us,School Webpage with Meal Info
"New Durham Township, MSD of",United Methodist Church,LaPorte,154 W. Main St.,Westville,46391,3/18/2020,5/25/2020,Brk Lun,M,11:00 AM to 12:00 PM,(219) 785-2532,khagenow@westville.k12.in.us,School Webpage with Meal Info
"New Durham Township, MSD of",Westville Elementary,LaPorte,207 E. Valparaiso St.,Westville,46391,3/18/2020,5/1/2020,Brk Lun,M,8:00 AM to 9:00 AM,(219) 785-2532,khagenow@westville.k12.in.us,School Webpage with Meal Info
"New Durham Township, MSD of",Westville Jr & Sr High School,LaPorte,207 E. Valparaiso St.,Westville,46391,3/18/2020,5/1/2020,Brk Lun,M,8:00 AM to 9:00 AM,(219) 785-2532,khagenow@westville.k12.in.us,School Webpage with Meal Info
New Prairie United School Corp,Rolling Prairie Elementary School,LaPorte,605 E Michigan,Rolling Prairie,46371-9576,3/16/2020,6/30/2020,Brk Lun,Contact school for more information,Contact school for more information,(574) 654-0401,mikehale@npusc.k12.in.us,School Webpage with Meal Info
New Prairie United School Corp,New Prairie Middle School,LaPorte,5325 N Cougar Rd,New Carlisle,46552-9505,3/16/2020,6/30/2020,Brk Lun,Contact school for more information,Contact school for more information,(574) 654-0401,mikehale@npusc.k12.in.us,School Webpage with Meal Info
North Lawrence Community Schools,Bedford Junior High School,Lawrence,1501 N Street,Bedford,47421,3/17/2020,7/31/2020,Brk Lun,MR,12:00 PM to 01:00 PM,(812) 275-8601,hardingr@nlcs.k12.in.us,
North Lawrence Community Schools,Shawswick Elementary/Jr High School,Lawrence,71 Shawswick School Rd.,Bedford,47421,3/30/2020,7/31/2020,Brk Lun,MR,12:00 PM to 01:00 PM,(812) 275-6121,daileyk@nlcs.k12.in.us,
North Lawrence Community Schools,Dollens Elementary /Oolitic Jr. High School,Lawrence,903 Hoosier Ave.,Oolitic,47451,3/30/2020,7/31/2020,Brk Lun,MF,12:00 PM to 01:00 PM,(812) 277-9254,nicholsona@nlcs.k12.in.us,
Mitchell Community Schools,Mitchell Jr. High School,Lawrence,1010 Bishop Blvd,Mitchell,47446-1080,3/23/2020,6/30/2020,Brk Lun,T,10:00 AM to 12:00 PM,(812) 849-3663,mcintosha@mitchell.k12.in.us,School Webpage with Meal Info
Anderson Community School Corp,Anderson Elementary School,Madison,2035 S. Raible Avenue,Anderson,46011,3/30/2020,5/1/2020,Brk Lun,MTWRF,9:00 AM to 11:00 AM,(765) 641-2096,aswinehart@acsc.net,School Webpage with Meal Info
Anderson Community School Corp,Edgewood Elementary School,Madison,3525 Winding Way,Anderson,46011,3/30/2020,5/1/2020,Brk Lun,MTWRF,9:00 AM to 11:00 AM,(765) 641-2096,aswinehart@acsc.net,School Webpage with Meal Info
Anderson Community School Corp,Anderson Intermediate,Madison,2300 Lindberg Road,Anderson,46012,3/30/2020,5/1/2020,Brk Lun,MTWRF,9:00 AM to 11:00 AM,(765) 641-2096,aswinehart@acsc.net,School Webpage with Meal Info
Anderson Community School Corp,East Side Elementary School,Madison,844 North Scatterfield Rd.,Anderson,46012,3/30/2020,5/1/2020,Brk Lun,MTWRF,9:00 AM to 11:00 AM,(765) 641-2096,aswinehart@acsc.net,School Webpage with Meal Info
Anderson Community School Corp,Highland Junior High,Madison,2108 East 200 North,Anderson,46012,3/30/2020,5/1/2020,Brk Lun,MTWRF,9:00 AM to 11:00 AM,(765) 641-2096,aswinehart@acsc.net,School Webpage with Meal Info
Anderson Community School Corp,Tenth Street Elementary School,Madison,3124 East Tenth Street,Anderson,46012,3/30/2020,5/1/2020,Brk Lun,MTWRF,9:00 AM to 11:00 AM,(765) 641-2096,aswinehart@acsc.net,School Webpage with Meal Info
Anderson Community School Corp,Anderson High School,Madison,4610 Madison Avenue,Anderson,46013,3/30/2020,5/1/2020,Brk Lun,MTWRF,9:00 AM to 11:00 AM,(765) 641-2096,aswinehart@acsc.net,School Webpage with Meal Info
Anderson Community School Corp,Erskine Elementary,Madison,811 West 60th Street,Anderson,46013,3/30/2020,5/1/2020,Brk Lun,MTWRF,9:00 AM to 11:00 AM,(765) 641-2096,aswinehart@acsc.net,School Webpage with Meal Info
Anderson Community School Corp,Southview Elementary School,Madison,4500 Main Street,Anderson,46013,3/30/2020,5/1/2020,Brk Lun,MTWRF,9:00 AM to 11:00 AM,(765) 641-2096,aswinehart@acsc.net,School Webpage with Meal Info
Anderson Community School Corp,Holy Cross North Campus,Madison,1115 Pearl Street,Anderson,46016,3/30/2020,5/1/2020,Brk Lun,MTWRF,9:00 AM to 11:00 AM,(765) 641-2096,aswinehart@acsc.net,School Webpage with Meal Info
Anderson Community School Corp,Holy Cross South Campus,Madison,2824 Morton Street,Anderson,46016,3/30/2020,5/1/2020,Brk Lun,MTWRF,9:00 AM to 11:00 AM,(765) 641-2096,aswinehart@acsc.net,School Webpage with Meal Info
Anderson Preparatory Academy,Anderson Preparatory Academy 5-12,Madison,101 W. 29th St,Anderson,46016,3/13/2020,5/31/2020,Brk Lun,M,10:30 AM to 12:30 PM,(765) 649-8472,jhayden@goapa.org,School Webpage with Meal Info
Anderson Preparatory Academy,Anderson Preparatory Academy K-4,Madison,2200 W 22nd Street,Anderson,46016,3/13/2020,5/31/2020,Brk Lun,M,10:30 AM to 12:30 PM,(765) 649-8472,jhayden@goapa.org,School Webpage with Meal Info
Anderson Community School Corp,Valley Grove Elementary School,Madison,2160 South 300 East,Anderson,46017,3/30/2020,5/1/2020,Brk Lun,MTWRF,9:00 AM to 11:00 AM,(765) 641-2096,aswinehart@acsc.net,School Webpage with Meal Info
Elwood Community School Corp,Bus Route 1,Madison,1207 North 19th Street,Elwood,46036,3/16/2020,5/1/2020,Lun,MTWRF,11:00 AM to 12:30 PM,(765) 552-4101,jhuntington@elwood.k12.in.us,
Elwood Community School Corp,Bus Route 2,Madison,1207 North 19th Street,Elwood,46036,3/16/2020,5/1/2020,Lun,MTWRF,11:00 AM to 12:30 PM,(765) 552-4101,jhuntington@elwood.k12.in.us,
Elwood Community School Corp,Elwood Elementary School,Madison,940 North 19th Street,Elwood,46036,10/1/2019,7/31/2020,Brk Lun,MTWRF,10:45 AM to 12:15 PM,(765) 552-4111,cbradshaw@@elwood.k12.in.us,
Elwood Community School Corp,Elwood Intermediate School,Madison,1207 North 19th Street,Elwood,46036,3/16/2020,5/1/2020,Brk Lun,MTWRF,11:00 AM to 12:30 PM,(765) 552-4102,jhuntington@lewood.k12.in.us,
Madison-Grant United School Corp,Summitville Elementary School,Madison,405 E Mill Street,Summitville,46070,3/19/2020,5/29/2020,Brk Sup,MW,05:00 PM to 06:00 PM,(765) 536-2875,,
Beech Grove City Schools,Beech Grove Middle School,Marion,1248 Buffalo St,Beech Grove,46107,3/16/2020,4/17/2020,Brk Lun,MTWRF,12:00 PM to 01:00 PM,(317) 784-6649,ksexton@bgcs.k12.in.us,
Beech Grove City Schools,Closure Mobile Rt 1,Marion,5330 Hornet Ave,Beech Grove,46107,3/18/2020,4/17/2020,Lun,MTWRF,11:30 AM to 01:00 PM,(317) 786-1447,mschlicher@bgcs.k12.in.us,Delivery instead of on-site pickup
Beech Grove City Schools,Closure Mobile Rt 2,Marion,5330 Hornet Ave.,Beech Grove,46107,3/18/2020,4/17/2020,Lun,MTWRF,11:30 AM to 01:00 PM,(317) 786-1447,mschlicher@bgcs.k12.in.us,Delivery instead of on-site pickup
Beech Grove City Schools,Closure Mobile Rt 3,Marion,5330 Hornet Ave.,Beech Grove,46107,3/18/2020,4/17/2020,Lun,MTWRF,11:30 AM to 01:00 PM,(317) 786-1447,mschlicher@bgcs.k12.in.us,Delivery instead of on-site pickup
Beech Grove City Schools,Hornet Park Elementary School,Marion,5249 Hornet Ave,Beech Grove,46107,3/16/2020,4/17/2020,Brk Lun,MTWRF,12:00 PM to 01:00 PM,(317) 780-5050,sjenkins@bgcs.k12.in.us,
Beech Grove City Schools,South Grove Intermediate School,Marion,851 S 9th Ave,Beech Grove,46107,3/16/2020,4/17/2020,Brk Lun,MTWRF,12:00 PM to 01:00 PM,(317) 786-1687,swall@bgcs.k12.in.us,
MSD of Decatur Twp,West Newton Elementary School,Marion,7529 Mooresville Road,West Newton,46183,3/16/2020,5/1/2020,Brk Lun,M,11:00 AM to 12:00 PM,(317) 856-5237,cwildrick@decaturproud.org,
Indianapolis Public Schools,015 Thomas D Gregg School 15,Marion,2302 E. Michigan St.,Indianapolis,46201,3/23/2020,9/30/2020,Brk Lun,MTWRF,12:30 PM to 01:30 PM,(317) 226-4772,hills@myips.org,
Indianapolis Public Schools,054 Brookside School 54,Marion,3150 E. 10th St.,Indianapolis,46201,3/13/2020,5/31/2020,Brk Lun,MTWRF,11:00 AM to 12:00 PM,(317) 226-4772,hills@myips.org,
"City of Indianapolis, Dept of Parks and Recreation",Brookside Park,Marion,"3500 Brookside Parkway, S Dr",Indianapolis,46201,3/13/2020,8/2/2020,Sup,MTWRF,03:30 PM to 04:00 PM,(317) 389-6464,,
"City of Indianapolis, Dept of Parks and Recreation",Christian Park,Marion,4200 E. English Avenue,Indianapolis,46201,3/13/2020,8/2/2020,Sup,MTWRF,03:00 PM to 04:00 PM,(317) 327-7163,rknox@indy.gov,
Indianapolis Public Schools,014 Washington Irving School 14,Marion,1250 E. Market St.,Indianapolis,46202,10/1/2019,9/30/2020,Brk Lun,MTWRF,12:30 PM to 01:30 PM,(317) 226-4472,cookf@myips.org,
Avondale Meadows Academy,Vision Academy,Marion,1751 E. Riverside Dr.,Indianapolis,46202,3/23/2020,4/3/2020,Brk Lun,M,11:00 AM to 1:00 PM,(317) 803-3182,lburton@unitedschoolsindy.org,School Webpage with Meal Info
Indianapolis Public Schools,034 Eleanor Skillen School 34,Marion,1410 Wade. St.,Indianapolis,46203,3/13/2020,5/31/2020,Brk Lun,MTWRF,11:00 AM to 12:00 PM,(317) 226-4772,cookf@myips.org,
"Southeast Neighborhood School of Excellence, Inc.",SENSE Charter School,Marion,1601 S Barth Avenue,Indianapolis,46203,3/26/2020,7/24/2020,Brk Lun,MTWRF,11:00 AM to 12:00 PM,(317) 423-0204,tjohnson@senseindy.org,
"City of Indianapolis, Dept of Parks and Recreation",Bethel Park,Marion,2850 Bethel Ave,Indianapolis,46203,3/14/2020,8/2/2020,Sup,MTWRF,03:00 PM to 03:30 PM,(317) 460-4933,tikilia.tinker-martin@indy.gov,
"City of Indianapolis, Dept of Parks and Recreation",Garfield Park,Marion,2345 Pagoda Drive,Indianapolis,46203,3/13/2020,8/2/2020,Sup,MTWRF,04:00 PM to 04:30 PM,(317) 389-6464,,
"City of Indianapolis, Dept of Parks and Recreation",Pride Park,Marion,1129 Vandeman Street,Indianapolis,46203,3/13/2020,8/2/2020,Sup,MTWRF,03:00 PM to 04:00 PM,(317) 327-7164,dollie.fisher@indy.gov,
"City of Indianapolis, Dept of Parks and Recreation",Rowney (IHA),Marion,Rowney (IHA),Indianapolis,46203,3/13/2020,8/2/2020,Lun,MTWRF,02:30 PM to 03:00 PM,(317) 460-3393,sandra.davis@indy.gov,
Indianapolis Public Schools,048 Louis B Russell Jr School 48,Marion,3445 Central Ave.,Indianapolis,46205,3/23/2020,9/30/2020,Brk Lun,MTWRF,12:30 PM to 01:30 PM,(317) 226-4772,kristelc@myips.org,
"City of Indianapolis, Dept of Parks and Recreation",Georgetown Apartments,Marion,3229 Bunker Hill Ave,Indianapolis,46205,3/14/2020,8/2/2020,Lun,MTWRF,12:00 PM to 12:30 PM,(317) 460-4933,,
Herron High School,Riverside High School,Marion,3010 N. White River Parkway East Drive,Indianapolis,46208,3/23/2020,5/1/2020,Brk Lun,MW,12:00 PM to 01:00 PM,(317) 231-1101,bdavisjohnson@riversidehighschool.org,
Indianapolis Public Schools,043 James Whitcomb Riley School 43,Marion,150 W. 40th St.,Indianapolis,46208,3/13/2020,5/31/2020,Brk Lun,MTWRF,11:00 AM to 12:00 PM,(317) 226-4772,ponceg@myips.org,
"City of Indianapolis, Dept of Parks and Recreation",Riverside Park,Marion,Riverside Park,Indianapolis,46208,3/13/2020,8/2/2020,Brk Lun,MTWRF,12:00 PM to 01:00 PM,(317) 327-7343,yolanda.echols@indy.gov,
"City of Indianapolis, Dept of Parks and Recreation",Watkins Park,Marion,Watkins Park,Indianapolis,46208,3/13/2020,8/2/2020,Sup,MTWRF,03:00 PM to 05:00 PM,(512) 888-1588,derrick.goss@indy.gov,
Perry Township Schools,Abraham Lincoln Elem. School,Marion,Abraham Lincoln Elementary,Indianapolis,46217,3/16/2020,5/21/2020,Brk Lun,MTWRF,11:00 AM to 12:00 PM,(317) 789-3845,ltimm@perryschools.org,
Perry Township Schools,Perry Meridian High School,Marion,Perry Meridian High School,"Indianapolis,",46217,3/16/2020,5/21/2020,Brk Lun,MTWRF,11:00 AM to 12:00 PM,(317) 789-4145,cmarks@perryschools.org,
Perry Township Schools,Perry Meridian Middle School,Marion,Perry Meridian Middle School,Indpls.,46217,3/16/2020,5/21/2020,Brk Lun,MTWRF,11:00 AM to 12:00 PM,(317) 789-4145,cmarks@perryschools.org,
Indianapolis Public Schools,099 Arlington Woods Elementary School,Marion,5801 30th St.,Indianapolis,46218,3/13/2020,5/31/2020,Brk Lun,MTWRF,11:00 AM to 12:00 PM,(317) 226-4772,kingm@myips.org,
Indianapolis Public Schools,Blackburn- Bus Stop Cafe,Marion,3091 Baltimore Ave.,Indianapolis,46218,3/13/2020,5/31/2020,Brk Lun,MTWRF,11:00 AM to 12:00 PM,(317) 226-4772,andersonapril@myips.org,
"City of Indianapolis, Dept of Parks and Recreation",Douglass Park,Marion,1616 E. 25th Street,Indianapolis,46218,3/13/2020,8/2/2020,Sup,MTWRF,03:00 PM to 04:00 PM,(317) 414-7692,kenyatta.moore@indy.gov,
"City of Indianapolis, Dept of Parks and Recreation",Hawthorne Place,Marion,5244 E 32 St,Indianapolis,46218,3/14/2020,8/2/2020,Lun,MTWRF,02:00 PM to 02:30 PM,(317) 650-3353,tikilia.tinker-martin@indy.gov,
"City of Indianapolis, Dept of Parks and Recreation",Twin Hills (IHA),Marion,2210 East 36 Street,Indianapolis,46218,3/14/2020,8/2/2020,Lun,MTWRF,01:00 PM to 01:30 PM,(317) 650-3353,,
Indianapolis Public Schools,094 George S Buck Elementary School,Marion,2701 N. Devon Ave.,Indianapolis,46219,3/23/2020,9/30/2020,Brk Lun,MTWRF,12:30 PM to 01:30 PM,(317) 226-4772,kingm@myips.org,
"City of Indianapolis, Dept of Parks and Recreation",Windsor Village Park,Marion,Windsor Village Park,Indianapolis,46219,3/13/2020,8/2/2020,Brk Lun,MTWRF,12:00 PM to 01:00 PM,(317) 327-7162,shawn.cowherd@indy.gov,
Holy Spirit School,Holy Spirit School,Marion,7241 E. 10th Street,Indianapolis,46219,3/31/2020,8/1/2020,Lun,MTWRF,11:30 AM to 12:00 PM,(317) 352-1243,jbaker@holyspirit-indy.org,
"City of Indianapolis, Dept of Parks and Recreation",Broad Ripple Park,Marion,1550 Broad Ripple Ave,Indianapolis,46220,3/13/2020,8/2/2020,Lun,MTWRF,12:00 PM to 12:30 PM,(317) 327-7099,kfitzger@indygov.org,
MSD of Decatur Twp,Decatur Central High School,Marion,5275 Kentucky Avenue,Indianapolis,46221,3/16/2020,5/1/2020,Brk Lun,M,11:00 AM to 12:00 PM,(317) 856-5288,habney@decaturproud.org,
MSD of Decatur Twp,Decatur Learning Center - Blue,Marion,5650 Mann Road,Indianapolis,46221,3/16/2020,5/1/2020,Brk Lun,M,11:00 AM to 12:00 PM,(317) 856-0400,kburr@decaturproud.org,
MSD of Decatur Twp,Decatur Learning Center - Gold Academy,Marion,5650 Mann Road,Indianapolis,46221,3/16/2020,5/1/2020,Brk Lun,M,11:00 AM to 12:00 PM,(317) 856-0400,kburr@decaturproud.org,
MSD of Decatur Twp,Liberty Early Elementary School,Marion,4640 Santa Fe Drive,Indianapolis,46221,3/16/2020,5/1/2020,Brk Lun,M,11:00 AM to 12:00 PM,(317) 243-7559,cpaterson@decaturproud.org,
MSD of Decatur Twp,Stephen Decatur Elementary School,Marion,3425 S. Foltz St,Indianapolis,46221,3/16/2020,5/1/2020,Brk Lun,M,11:00 AM to 12:00 PM,(317) 241-0183,rwebb@decatruproud.org,
MSD of Decatur Twp,Valley Mills Elementary School,Marion,5101 S. High School Road,Indianapolis,46221,3/16/2020,5/1/2020,Brk Lun,M,11:00 AM to 12:00 PM,(317) 856-6363,amurray@decaturproud.org,
Indianapolis Public Schools,063 Wendell Phillips School 63,Marion,1163 N. Belmont Ave.,Indianapolis,46222,3/23/2020,9/30/2020,Brk Lun,MTWRF,12:30 PM to 01:30 PM,(317) 226-4772,threattm@myips.org,
Indianapolis Public Schools,721 George Washington Community HS,Marion,2215 W. Washington St.,Indianapolis,46222,3/13/2020,5/31/2020,Brk Lun,MTWRF,11:00 AM to 12:00 PM,(317) 226-4772,threattm@myips.org,
"City of Indianapolis, Dept of Parks and Recreation",Municipal Gardens Sports Camp,Marion,1831 Lafayette Rd,Indianapolis,46222,3/13/2020,8/2/2020,Sup,MTWRF,03:00 PM to 04:00 PM,(317) 600-4366,roshonda.burrus@indy.gov,
Cardinal Ritter High School,Cardinal Ritter High School,Marion,3360 W 30th St,Indianapolis,46222,3/13/2020,5/29/2020,Brk Lun,Contact school for more information,Contact school for more information,(317) 924-4333,abouvier@cardinalritter.org,School Webpage with Meal Info
Cardinal Ritter High School,St Michael-St Gabriel the Archangels Elementary,Marion,3352 W 30th St.,Indianapolis,46222,3/13/2020,5/29/2020,Brk Lun,Contact school for more information,Contact school for more information,(317) 924-4333,abouvier@cardinalritter.org,School Webpage with Meal Info
Indianapolis Metropolitan High School,Indianapolis Metropolitan High School,Marion,1635 W Michigan St,Indianapolis,46222,3/23/2020,5/4/2020,Brk Lun,Contact school for more information,Contact school for more information,(317) 524-4627,anne.davis@goodwilleducation.org,School Webpage with Meal Info
Indianapolis Public Schools,079 Carl Wilde School 79,Marion,5002 W. 34th Street,Indianapolis,46224,3/13/2020,5/31/2020,Brk Lun,MTWRF,11:00 AM to 12:00 PM,(317) 226-4772,chyllajo@myips.org,
Indianapolis Public Schools,523 Northwest Middle School,Marion,5525 W. 34th St.,Indianapolis,46224,3/23/2020,9/30/2020,Brk Lun,MTWRF,12:30 PM to 01:30 PM,(317) 226-4772,chyllajo@myips.org,
Speedway Public Schools,Arthur C. Newby Elementary,Marion,1849 N Whitcomb,Speedway,46224,3/16/2020,5/1/2020,Brk Lun,Contact school for more information,Contact school for more information,(317) 486-4835,rjones@speedwayschools.com,School Webpage with Meal Info
Speedway Public Schools,Frank H. Wheeler Elementary,Marion,5700 Meadowood Drive,Speedway,46224,3/16/2020,5/1/2020,Brk Lun,Contact school for more information,Contact school for more information,(317) 486-4835,rjones@speedwayschools.com,School Webpage with Meal Info
Speedway Public Schools,James A. Allison Elementary School,Marion,5240 West 22nd Street,Speedway,46224,3/16/2020,5/1/2020,Brk Lun,Contact school for more information,Contact school for more information,(317) 486-4835,rjones@speedwayschools.com,School Webpage with Meal Info
Speedway Public Schools,Speedway Junior High School,Marion,5151 West 14th Street,Speedway,46224,3/16/2020,5/1/2020,Brk Lun,Contact school for more information,Contact school for more information,(317) 486-4835,rjones@speedwayschools.com,School Webpage with Meal Info
Indianapolis Public Schools,105 Charles W Fairbanks School 105,Marion,8620 Montery Road,Indianapolis,46226,3/13/2020,5/31/2020,Brk Lun,MTWRF,11:00 AM to 12:00 PM,(317) 226-4772,armstrlo@myips.org,
MSD of Lawrence Township,Brook Park Elementary School,Marion,5259 N David,Indianapolis,46226,3/16/2020,7/30/2020,Brk Lun,M,11:00 PM to 01:00 PM,(317) 964-4178,brendashort@msdlt.k12.in.us,
MSD of Lawrence Township,Harrison Hill Elementary School,Marion,7510 E 53rd,Indianapolis,46226,3/16/2020,7/31/2020,Brk Lun,M,11:00 PM to 01:00 PM,(317) 964-4378,marydeewilliams@msdlt.k12.in.us,
MSD of Lawrence Township,Maison Gardens,Marion,8808 Rue Madeliene,Indianapolis,46226,3/16/2020,7/31/2020,Brk Lun,M,11:30 PM to 12:30 PM,(317) 423-8280,Stephanietragesser@msdlt.k12.in.us,
MSD of Lawrence Township,Spring Valley,Marion,8820 Pendleton Pike,Indianapolis,46226,3/16/2020,7/31/2020,Brk Lun,M,12:30 PM to 01:00 PM,(317) 423-8280,stehanietragesser@msdlt.k12.in.us,
Indianapolis Public Schools,Laurelwood- Bus Stop Cafe,Marion,3340 Teakwood Dr.,Indianapolis,46227,3/13/2020,5/31/2020,Brk Lun,MTWRF,12:30 PM to 01:30 PM,(317) 226-4772,andersonapril@myips.org,
Perry Township Schools,Baxter YMCA,Marion,Baxter YMCA,"Indianapolis,",46227,3/16/2020,5/21/2020,Brk Lun,MTWRF,11:00 AM to 01:00 PM,(317) 789-4145,cmarks@perryschools.org,
Perry Township Schools,Berkley Commons Apts.,Marion,Berkley Commons Apts,"Indianapolis,",46227,3/16/2020,5/21/2020,Brk Lun,MTWRF,12:40 PM to 01:10 PM,(317) 789-4845,ljenkins@perryschools.org,
Perry Township Schools,Bradford Lakes Apartments,Marion,7626 Portage Avenue,Indianapolis,46227,3/16/2020,5/21/2020,Brk Lun,MTWRF,11:15 AM to 11:45 AM,(317) 789-3745,ecoleman@perryschools.og,
Perry Township Schools,Brookwood Apartments,Marion,Brookwood Apartments,Indianapolis,46227,3/16/2020,5/21/2020,Brk Lun,MTWRF,11:45 AM to 12:15 PM,(317) 789-4145,cmarks@perryschools.org,
Perry Township Schools,Capitol Place Apartments,Marion,Capitol Place Apartments,"Indianapolis,",46227,3/16/2020,5/21/2020,Brk Lun,MTWRF,11:50 AM to 12:20 PM,(317) 789-4845,ljenkins@perryschools.org,
Perry Township Schools,Clinton Young Elem. School,Marion,Clinton Young Elementary,Indianapolis,46227,3/16/2020,5/21/2020,Brk Lun,MTWRF,11:00 AM to 12:00 PM,(317) 789-3445,lrbrown@perryschools.org,
Perry Township Schools,Greentree Apts,Marion,Greentree Apartments,Indianapolis,46227,3/16/2020,5/21/2020,Brk Lun,MTWRF,11:00 AM to 11:30 AM,(317) 789-4845,ljenkins@perryschools.org,
Perry Township Schools,Harvard Square Cooperative,Marion,Harvard Square Cooperative,Indianapolis,46227,3/16/2020,5/21/2020,Brk Lun,MTWRF,12:40 PM to 01:00 PM,(317) 789-4145,cmarks@perryschools.org,
Perry Township Schools,Long Acre Community,Marion,4701 Madison Ave,Indianapolis,46227,3/16/2020,5/21/2020,Brk Lun,MTWRF,11:00 AM to 11:30 AM,(317) 789-4845,ljenkins@perryschools.org,
Perry Township Schools,Regency Park Apts.,Marion,Regency Park,Indianapolis,46227,3/16/2020,5/21/2020,Brk Lun,MTWRF,12:15 PM to 12:45 PM,(317) 789-4145,cmarks@perryschools.org,
Perry Township Schools,Sawmill Apts,Marion,Sawmill Apts.,Indianapolis,46227,3/16/2020,5/21/2020,Brk Lun,MTWRF,12:00 PM to 12:30 PM,(317) 789-4845,ljenkins@perryschools.org,
Perry Township Schools,Southgreen Apts.,Marion,Crossroads at Southgreen Apartments,Indianapolis,46227,3/16/2020,5/21/2020,Brk Lun,MTWRF,11:00 AM to 11:30 AM,(317) 789-4145,cmarks@perryschools.org,
Perry Township Schools,Southport Elementary School,Marion,Southport Elementary,Indianapolis,46227,3/16/2020,5/21/2020,Brk Lun,MTWRF,11:00 AM to 12:00 PM,(317) 789-3345,jrivera@perryschools.org,
Perry Township Schools,Southport High School,Marion,Southport High School,Indianapolis,46227,3/16/2020,5/21/2020,Brk Lun,MTWRF,11:00 AM to 12:00 PM,(317) 789-4845,ljenkins@perryschools.org,
Perry Township Schools,Southport Middle School,Marion,Southport Middle School,Indpls.,46227,3/16/2020,5/21/2020,Brk Lun,MTWRF,11:00 AM to 12:00 PM,(317) 789-4645,tmulinaro@perryschools.org,
MSD of Washington Township,Fox Hill Elementary School,Marion,802 Fox Hill Drive,Indianapolis,46228,3/18/2020,4/27/2020,Brk Lun,M,11:00 AM to 01:00 PM,(317) 259-5382,lroblesbeltran@msdwt.k12.in.us,
Indianapolis Public Schools,103 Francis Scott Key School 103,Marion,3920 Baker Dr.,Indianapolis,46235,3/23/2020,9/30/2020,Brk Lun,MTWRF,12:30 PM to 01:30 PM,(317) 226-4772,armstrlo@myips.org,
"City of Indianapolis, Dept of Parks and Recreation",Carriage House East Apts.,Marion,10174 Tinton Court,Indianapolis,46235,3/13/2020,8/2/2020,Lun,MTWRF,01:00 PM to 01:30 PM,(317) 389-6464,amy.ratliff@indy.gov,
"City of Indianapolis, Dept of Parks and Recreation",Meadowlark Apartments,Marion,9350 E. 43rd Street,Indianapolis,46235,3/13/2020,8/2/2020,Lun,MTWRF,12:00 PM to 01:00 PM,(317) 898-2211,zwestbrooks@capitalrealty.com,
MSD of Lawrence Township,Indian Creek Elementary School,Marion,10833 E 56th Street,Indianapolis,46235,3/16/2020,7/31/2020,Brk Lun,M,11:00 PM to 01:00 PM,(317) 423-8280,stephanietragesser@msdlt.k12.in.us,
MSD of Lawrence Township,Fall Creek Valley Middle School,Marion,9701 E 63rd Street,Indianapolis,46236,3/16/2020,7/30/2020,Brk Lun,M,11:00 PM to 01:00 PM,(317) 423-8280,earlenehisle@msdlt.k12.in.us,
Perry Township Schools,Strawbridge Green Apartments,Marion,Strawbridge Green Apts.,Indianapolis,46237,3/16/2020,5/21/2020,Brk Lun,MTWRF,12:45 PM to 01:10 PM,(317) 789-4845,ljenkins@perryschools.org,
