sponsorName,siteName,siteAddress,siteState,contactPhone,contactEmail,daysofOperation,meals,lunchTime,uploadNotes,_createdOn,_updatedOn
First Baptist Church of Hammond,City Baptist,4925 Sohl Ave	 Hammond	 Indiana undefined,Indiana,2199320711,wes.wilson@fbchammond.com,M	 W,Brk Lun,11:00 AM to 01:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
School City of Hammond,Edison Elementary School,7025 Madison	 Hammond	 Indiana undefined,Indiana,2199332400,lastrle@hammond.k12.in.us,M	 T	 W	 Th	 F,Brk Lun,11:05 AM to 11:30 AM,,2020-04-04 12:05:28,2020-04-04 12:05:28
School City of Hammond,Harding Elementary School,3211 165th St	 Hammond	 Indiana undefined,Indiana,2199332400,lastrle@hammond.k12.in.us,M	 T	 W	 Th	 F,Brk Lun,11:00 AM to 11:30 AM,,2020-04-04 12:05:28,2020-04-04 12:05:28
School City of Hammond,Morton Elementary School,Morton Elementary	 Hammond	 Indiana undefined,Indiana,2199332400,lastrle@hammond.k12.in.us,M	 T	 W	 Th	 F	 S,Brk Lun,11:00 AM to 11:30 AM,,2020-04-04 12:05:28,2020-04-04 12:05:28
School City of Hammond,Maywood Elementary School,1001 165th Street	 Hammond	 Indiana undefined,Indiana,2199332400,LAStrle@hammond.k12.in.us,M	 T	 W	 Th	 F,Brk Lun,11:00 AM to 11:30 AM,,2020-04-04 12:05:28,2020-04-04 12:05:28
St John Bosco School,Saint John Bosco School,1231 171st Place	 Hammond	 Indiana undefined,Indiana,2198456226,ymarkovic@st-johnbosco.org,Contact school for more information,Brk Lun,Contact school for more information,School Webpage with Meal Info,2020-04-04 12:05:28,2020-04-04 12:05:28
School City of Hammond,Irving Elementary School,4727 Pine Ave	 Hammond	 Indiana undefined,Indiana,2199332400,lastrle@hammond.k12.in.us,M	 T	 W	 Th,Brk Lun,11:00 AM to 11:30 AM,,2020-04-04 12:05:28,2020-04-04 12:05:28
School City of Hobart,George Earle Elementary School,400 N. Wilson Street	 Hobart	 Indiana undefined,Indiana,2199428521,bsinclair@hobart.k12.in.us,W,Sup,03:30 PM to 04:30 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
School City of Hobart,Hobart High School,2211 East Tenth Street	 Hobart	 Indiana undefined,Indiana,2199428521,agniadek@hobart.k12.in.us,W,Sup,03:30 PM to 04:30 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
School City of Hobart,Hobart Middle School,36 E. Eighth St	 Hobart	 Indiana undefined,Indiana,2199428521,cpindara@hobart.k12.in.us,W,Sup,03:30 PM to 04:30 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
School City of Hobart,Liberty Elementary School,130 North Liberty Street	 Hobart	 Indiana undefined,Indiana,2199428521,mwitt@hobart.k12.in.us,W,Sup,03:30 PM to 04:30 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
School City of Hobart,Ridge View Elementary School,3333 West Old Ridge Road	 Hobart	 Indiana undefined,Indiana,2199428521,tcoslet@hobart.k12.in.us,W,Sup,03:30 PM to 04:30 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
School City of Hammond,Franklin Elementary School,Franklin Elementary	 Whiting	 Indiana undefined,Indiana,2199332400,lastrle@hammond.k12.in.us,M	 T	 W	 Th	 F,Brk Lun,11:00 AM to 11:30 AM,,2020-04-04 12:05:28,2020-04-04 12:05:28
School City of Whiting,Whiting High School,1831 Oliver Street	 Whiting	 Indiana undefined,Indiana,2194730961,clerma@ns.whiting.k12.in.us,M,Brk Lun,10:30 AM to 11:30 AM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Charter School of The Dunes,Charter School of The Dunes,7300 Melton Road	 Gary	 Indiana undefined,Indiana,2199399690,jstok@csdunes.org,M	 T	 W	 Th	 F,Brk Lun,9:00 AM to 11:00 AM,School Webpage with Meal Info,2020-04-04 12:05:28,2020-04-04 12:05:28
Lake Station Community Schools,Mobile Bus Route 1,3304 Parkside Ave	 Lake Station	 Indiana undefined,Indiana,2199621190,tkietzman@lakes.k12.in.us,M	 T	 W	 Th	 F,Brk Lun,11:00 AM to 01:00 PM,Delivery instead of on-site pickup,2020-04-04 12:05:28,2020-04-04 12:05:28
Lake Station Community Schools,Mobile Bus Route 2,3304 Parkside Ave	 Lake Station	 Indiana undefined,Indiana,2199621190,tkietzman@lakes.k12.in.us,M	 T	 W	 Th	 F,Brk Lun,11:00 AM to 12:00 PM,Delivery instead of on-site pickup,2020-04-04 12:05:28,2020-04-04 12:05:28
Gary Community School Corporation,Trinity Baptist Church,1831 Virginia St	 Gary	 Indiana undefined,Indiana,2197967578,,M,Brk Lun,11:00 AM to 01:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Steel City Academy,Steel City Academy,2650 W. 35th Ave.	 Gary	 Indiana undefined,Indiana,2197501010,shanta.mack@steelcityacademy.org,Contact school for more information,Brk Lun,Contact school for more information,School Webpage with Meal Info,2020-04-04 12:05:28,2020-04-04 12:05:28
Gary Community School Corporation,Career Resource Center,1800 E 35th Ave	 Gary	 Indiana undefined,Indiana,2199853455,,M,Brk Lun,11:00 AM to 01:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Merrillville Community School Corp,Edgar L. Miller School,5901 Waite Street	 Merrillville	 Indiana undefined,Indiana,2196505300,,S	 M	 T	 W	 Th	 F	 S,Brk Lun,12:00 PM to 01:30 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Merrillville Community School Corp,Faith Academy,7601 Whitcomb St	 Merrillville	 Indiana undefined,Indiana,2196505307,pparmley@mvsc.k12.in.us,S	 M	 T	 W	 Th	 F	 S,Brk Lun,11:30 AM to 12:30 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Merrillville Community School Corp,Henry P. Fieler School,407 W 61st Ave	 Merrillville	 Indiana undefined,Indiana,2196505300,,S	 M	 T	 W	 Th	 F	 S,Brk Lun,12:00 PM to 01:30 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Merrillville Community School Corp,Homer Iddings School,7249 Van Buren Street	 Merrillville	 Indiana undefined,Indiana,2196505300,,S	 M	 T	 W	 Th	 F	 S,Brk Lun,12:00 PM to 01:30 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Merrillville Community School Corp,John Wood School,6100 E. 73rd ave	 Merrillville	 Indiana undefined,Indiana,2196505300,crhostet@mvsc.k12.in.us,S	 M	 T	 W	 Th	 F	 S,Brk Lun,12:00 PM to 12:30 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Merrillville Community School Corp,Jonas E. Salk School,3001 West 77th Avenue	 Merrillville	 Indiana undefined,Indiana,2196505300,,S	 M	 T	 W	 Th	 F	 S,Brk Lun,12:00 PM to 01:30 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Merrillville Community School Corp,Merrillville Intermediate School,1400 W. 61st Ave.	 Merrillville	 Indiana undefined,Indiana,2196505300,crhostet@mvsc.k12.in.us,S	 M	 T	 W	 Th	 F	 S,Brk Lun,12:00 PM to 01:30 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Merrillville Community School Corp,Merrillville Senior High School,276 E. 68th Pl	 Merrillville	 Indiana undefined,Indiana,2196505300,crhostet@mvsc.k12.in.us,S	 M	 T	 W	 Th	 F	 S,Brk Lun,12:00 PM to 01:30 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Merrillville Community School Corp,Mobile Site @ 73rd & Bigger Road,73rd Ct & Bigger	 Merrillville	 Indiana undefined,Indiana,2196505300,crhostet@mvsc.k12.in.us,S	 M	 T	 W	 Th	 F	 S,Brk Lun,12:30 PM to 01:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Merrillville Community School Corp,Mobile Site @ Emmanuel Lutheran Church,5375 Harrison Street	 Merrillville	 Indiana undefined,Indiana,2196505300,,S	 M	 T	 W	 Th	 F	 S,Brk Lun,12:00 PM to 12:30 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Merrillville Community School Corp,Mobile Site @ Tan Tar/Edgewood Apts,5850 Pennsylvania St	 Merrillville	 Indiana undefined,Indiana,2196505300,,S	 M	 T	 W	 Th	 F	 S,Brk Lun,12:00 PM to 12:30 PM,Delivery instead of on-site pickup,2020-04-04 12:05:28,2020-04-04 12:05:28
Merrillville Community School Corp,Pierce Junior High School,199 E. 70th Pl.	 Merrillville	 Indiana undefined,Indiana,2196505300,crhostet@mvsc.k12.in.us,S	 M	 T	 W	 Th	 F	 S,Brk Lun,12:00 PM to 01:30 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Merrillville Community School Corp,Rethink Church,2920 W. 73rd Pl.	 Merrillville	 Indiana undefined,Indiana,2196505307,crhostet@mvsc.k12.in.us,S	 M	 T	 W	 Th	 F	 S,Brk Lun,12:00 PM to 01:30 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Merrillville Community School Corp,Stefik Park,70th & Harrison	 Merrillville	 Indiana undefined,Indiana,2196505300,crhostet@mvsc.k12.in.us,S	 M	 T	 W	 Th	 F	 S,Brk Lun,12:00 PM to 01:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Merrillville Community School Corp,Wirtes Park,58th & Roosevelts Sts.	 Merrillville	 Indiana undefined,Indiana,2196505307,crhostet@mvsc.k12.in.us,S	 M	 T	 W	 Th	 F	 S,Brk Lun,12:00 PM to 12:30 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Hanover Community School Corp,Jane Ball Elementary School,13313 Parrish	 Cedar Lake	 Indiana undefined,Indiana,2193743921,mphilipp@hanover.k12.in.us,Contact school for more information,Brk Lun,Contact school for more information,School Webpage with Meal Info,2020-04-04 12:05:28,2020-04-04 12:05:28
East Chicago Lighthouse Charter School,East Chicago Lighthouse Charter School,3916 Pulaski	 East Chicago	 Indiana undefined,Indiana,2193787450,maria.jimenez@eastchicago.lha.net,M	 T	 W	 Th	 F,Brk Lun,11:00 AM to 12:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
School City of East Chicago,Central High School,1100 West Columbus Drive	 East Chicago	 Indiana undefined,Indiana,2193914087,pamela.watson@sodexomagic.com,Contact school for more information,Brk Lun,Contact school for more information,School Webpage with Meal Info,2020-04-04 12:05:28,2020-04-04 12:05:28
East Chicago Urban Enterprise Academy,East Chicago Urban Enterprise Academy,1402 E. Chicago Ave.	 East Chicago	 Indiana undefined,Indiana,3139380802,Guinevere.Hovey@leonagroup.com,M	 T	 W	 Th	 F,Brk Lun,10:00 AM to 1:00 PM,School Webpage with Meal Info,2020-04-04 12:05:28,2020-04-04 12:05:28
River Forest Community School Corp,River Forest Jr/ Senior High School,3300 Indiana Street	 Hobart		 Indiana undefined,Indiana,2199627551,lvalenzuela@rfcsc.k12.in.us,M	 T	 W	 Th	 F,Brk Lun,10:30 AM to 12:30 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Lake Ridge Schools,Calumet High School,3900 Calhoun Street	 Gary	 Indiana undefined,Indiana,2199897812,trattray@lakeridgeschools.net,Contact school for more information,Brk Lun,Contact school for more information,School Webpage with Meal Info,2020-04-04 12:05:28,2020-04-04 12:05:28
Lake Ridge Schools,Education Center,6111 West Ridge Road	 Gary	 Indiana undefined,Indiana,2199897812,trattray@lakeridgeschools.net,Contact school for more information,Brk Lun,Contact school for more information,School Webpage with Meal Info,2020-04-04 12:05:28,2020-04-04 12:05:28
Lake Ridge Schools,Lake Ridge Middle School,3601 West 41st Avenue	 Gary	 Indiana undefined,Indiana,2199897812,trattray@lakeridgeschools.net,Contact school for more information,Brk Lun,Contact school for more information,School Webpage with Meal Info,2020-04-04 12:05:28,2020-04-04 12:05:28
Lake Ridge Schools,Longfellow Elementary School,45th and Calhoun	 Gary	 Indiana undefined,Indiana,2199897812,trattray@lakeridgeschools.net,Contact school for more information,Brk Lun,Contact school for more information,School Webpage with Meal Info,2020-04-04 12:05:28,2020-04-04 12:05:28
Heritage Institute of Arts and Technology (HIAT),Heritage Institute of Arts and Technology,5861 Harrison Street	 Merrillville	 Indiana undefined,Indiana,2193591522,ctaslim@the-hiat.org,Contact school for more information,Brk Lun,Contact school for more information,School Webpage with Meal Info,2020-04-04 12:05:28,2020-04-04 12:05:28
La Porte Community School Corp,Kingsford Heights Elementary,460 Evanston Road	 Kingsford Heights	 Indiana undefined,Indiana,2193628823,,M	 T	 W	 Th	 F,Brk Lun,11:00 AM to 12:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
La Porte Community School Corp,Allesee Park,Boyd Blvd.	 LaPorte	 Indiana undefined,Indiana,2193628823,,M	 T	 W	 Th,Brk Lun,11:30 AM to 12:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
La Porte Community School Corp,Hailmann School,1001 E. Ohio St.	 LaPorte	 Indiana undefined,Indiana,2193628823,,M	 T	 W	 Th	 F,Brk Lun,11:30 AM to 12:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
La Porte Community School Corp,Indian Trail,3214 South State Rd. 104	 LaPorte	 Indiana undefined,Indiana,2193628823,,M	 T	 W	 Th	 F,Brk Lun,11:00 AM to 12:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
La Porte Community School Corp,LaPorte High School,602 F St.	 LaPorte	 Indiana undefined,Indiana,2193628823,,M	 T	 W	 Th	 F,Brk Lun,11:00 AM to 12:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
La Porte Community School Corp,Lincoln School,402 Harrison St.	 LaPorte	 Indiana undefined,Indiana,2193628823,,M	 T	 W	 Th	 F,Brk Lun,11:30 AM to 12:30 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
La Porte Community School Corp,Riley School,516 Weller Ave.	 LaPorte	 Indiana undefined,Indiana,2193628823,,M	 T	 W	 Th	 F,Brk Lun,11:00 AM to 12:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Michigan City Area Schools,Woodberry Park,0999 W 650 N	 LaPorte	 Indiana undefined,Indiana,2198732000,clicciardone@mcas.k12.in.us,M,Brk Sup,05:30 PM to 06:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Michigan City Area Schools,Barker Junior High School,319 Barker Road	 Michigan City	 Indiana undefined,Indiana,2198732000,sbland@mcas.k12.in.us,M,Brk Sup,04:00 PM to 06:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Michigan City Area Schools,Canterbury House Apts,1200 Mallard Dr	 Michigan City	 Indiana undefined,Indiana,2198732000,clicciardone@mcas.k12.in.us,M,Brk Sup,04:00 PM to 04:30 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Michigan City Area Schools,Colonial Mobile Home Court,6248 N 400 W	 Michigan City	 Indiana undefined,Indiana,2198732000,clicciardone@mcas.k12.in.us,M,Brk,07:00 AM to 08:00 AM,Delivery instead of on-site pickup,2020-04-04 12:05:28,2020-04-04 12:05:28
Michigan City Area Schools,Elston Middle School,317 Detroit Street	 Michigan City	 Indiana undefined,Indiana,2198732131,clicciardone@mcas.k12.in.us,M,Brk Sup,04:00 PM to 06:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Michigan City Area Schools,Emmett Wise Center,1702 E Michigan Blvd	 Michigan City	 Indiana undefined,Indiana,2198732000,clicciardone@mcas.k12.in.us,M,Brk Sup,05:30 PM to 06:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Michigan City Area Schools,Garden Estates West,909 Pine Tree Court	 Michigan City	 Indiana undefined,Indiana,2198732000,clicciardone@mcas.k12.in.us,M,Brk Lun,12:00 PM to 01:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Michigan City Area Schools,Green Acres,800 Hwy 212	 Michigan City	 Indiana undefined,Indiana,2198732000,clicciardone@mcas.k12.in.us,M,Brk Lun,12:00 PM to 01:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Michigan City Area Schools,Knapp Elementary School,321 Bolka Ave.	 Michigan City	 Indiana undefined,Indiana,2198732131,clicciardone@mcas.k12.in.us,M,Brk Sup,04:00 PM to 04:30 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Michigan City Area Schools,Krueger Martin T. Jr. High School,2001 Springland Avenue	 Michigan City	 Indiana undefined,Indiana,2198732131,clicciardone@mcas.k12.in.us,M,Brk Sup,04:00 PM to 06:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Michigan City Area Schools,Madelyn Smart Neighborhood Center,301 Grant St.	 Michigan City	 Indiana undefined,Indiana,2198732000,clicciardone@mcas.k12.in.us,M,Brk Sup,04:45 PM to 05:15 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Michigan City Area Schools,Tall Timbers Apartments,3065 Springland Ave.	 Michigan City	 Indiana undefined,Indiana,2198732000,clicciardone@mcas.k12.in.us,M,Brk Sup,04:00 PM to 04:30 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
South Central Community Schools,South Central Jr.-Sr. High School,9808 South 600 West	 Union Mills	 Indiana undefined,Indiana,2197672266,hagenowk@scentral.k12.in.us,T,Brk Lun,8:00 AM to 9:00 AM,School Webpage with Meal Info,2020-04-04 12:05:28,2020-04-04 12:05:28
New Durham Township	 MSD of,United Methodist Church,154 W. Main St.	 Westville	 Indiana undefined,Indiana,2197852532,khagenow@westville.k12.in.us,M,Brk Lun,11:00 AM to 12:00 PM,School Webpage with Meal Info,2020-04-04 12:05:28,2020-04-04 12:05:28
New Durham Township	 MSD of,Westville Elementary,207 E. Valparaiso St.	 Westville	 Indiana undefined,Indiana,2197852532,khagenow@westville.k12.in.us,M,Brk Lun,8:00 AM to 9:00 AM,School Webpage with Meal Info,2020-04-04 12:05:28,2020-04-04 12:05:28
New Durham Township	 MSD of,Westville Jr & Sr High School,207 E. Valparaiso St.	 Westville	 Indiana undefined,Indiana,2197852532,khagenow@westville.k12.in.us,M,Brk Lun,8:00 AM to 9:00 AM,School Webpage with Meal Info,2020-04-04 12:05:28,2020-04-04 12:05:28
New Prairie United School Corp,Rolling Prairie Elementary School,605 E Michigan	 Rolling Prairie	 Indiana undefined,Indiana,5746540401,mikehale@npusc.k12.in.us,Contact school for more information,Brk Lun,Contact school for more information,School Webpage with Meal Info,2020-04-04 12:05:28,2020-04-04 12:05:28
New Prairie United School Corp,New Prairie Middle School,5325 N Cougar Rd	 New Carlisle	 Indiana undefined,Indiana,5746540401,mikehale@npusc.k12.in.us,Contact school for more information,Brk Lun,Contact school for more information,School Webpage with Meal Info,2020-04-04 12:05:28,2020-04-04 12:05:28
North Lawrence Community Schools,Bedford Junior High School,1501 N Street	 Bedford	 Indiana undefined,Indiana,8122758601,hardingr@nlcs.k12.in.us,M	 Th,Brk Lun,12:00 PM to 01:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
North Lawrence Community Schools,Shawswick Elementary/Jr High School,71 Shawswick School Rd.	 Bedford	 Indiana undefined,Indiana,8122756121,daileyk@nlcs.k12.in.us,M	 Th,Brk Lun,12:00 PM to 01:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
North Lawrence Community Schools,Dollens Elementary /Oolitic Jr. High School,903 Hoosier Ave.	 Oolitic	 Indiana undefined,Indiana,8122779254,nicholsona@nlcs.k12.in.us,M	 F,Brk Lun,12:00 PM to 01:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Mitchell Community Schools,Mitchell Jr. High School,1010 Bishop Blvd	 Mitchell	 Indiana undefined,Indiana,8128493663,mcintosha@mitchell.k12.in.us,T,Brk Lun,10:00 AM to 12:00 PM,School Webpage with Meal Info,2020-04-04 12:05:28,2020-04-04 12:05:28
Anderson Community School Corp,Anderson Elementary School,2035 S. Raible Avenue	 Anderson	 Indiana undefined,Indiana,7656412096,aswinehart@acsc.net,M	 T	 W	 Th	 F,Brk Lun,9:00 AM to 11:00 AM,School Webpage with Meal Info,2020-04-04 12:05:28,2020-04-04 12:05:28
Anderson Community School Corp,Edgewood Elementary School,3525 Winding Way	 Anderson	 Indiana undefined,Indiana,7656412096,aswinehart@acsc.net,M	 T	 W	 Th	 F,Brk Lun,9:00 AM to 11:00 AM,School Webpage with Meal Info,2020-04-04 12:05:28,2020-04-04 12:05:28
Anderson Community School Corp,Anderson Intermediate,2300 Lindberg Road	 Anderson	 Indiana undefined,Indiana,7656412096,aswinehart@acsc.net,M	 T	 W	 Th	 F,Brk Lun,9:00 AM to 11:00 AM,School Webpage with Meal Info,2020-04-04 12:05:28,2020-04-04 12:05:28
Anderson Community School Corp,East Side Elementary School,844 North Scatterfield Rd.	 Anderson	 Indiana undefined,Indiana,7656412096,aswinehart@acsc.net,M	 T	 W	 Th	 F,Brk Lun,9:00 AM to 11:00 AM,School Webpage with Meal Info,2020-04-04 12:05:28,2020-04-04 12:05:28
Anderson Community School Corp,Highland Junior High,2108 East 200 North	 Anderson	 Indiana undefined,Indiana,7656412096,aswinehart@acsc.net,M	 T	 W	 Th	 F,Brk Lun,9:00 AM to 11:00 AM,School Webpage with Meal Info,2020-04-04 12:05:28,2020-04-04 12:05:28
Anderson Community School Corp,Tenth Street Elementary School,3124 East Tenth Street	 Anderson	 Indiana undefined,Indiana,7656412096,aswinehart@acsc.net,M	 T	 W	 Th	 F,Brk Lun,9:00 AM to 11:00 AM,School Webpage with Meal Info,2020-04-04 12:05:28,2020-04-04 12:05:28
Anderson Community School Corp,Anderson High School,4610 Madison Avenue	 Anderson	 Indiana undefined,Indiana,7656412096,aswinehart@acsc.net,M	 T	 W	 Th	 F,Brk Lun,9:00 AM to 11:00 AM,School Webpage with Meal Info,2020-04-04 12:05:28,2020-04-04 12:05:28
Anderson Community School Corp,Erskine Elementary,811 West 60th Street	 Anderson	 Indiana undefined,Indiana,7656412096,aswinehart@acsc.net,M	 T	 W	 Th	 F,Brk Lun,9:00 AM to 11:00 AM,School Webpage with Meal Info,2020-04-04 12:05:28,2020-04-04 12:05:28
Anderson Community School Corp,Southview Elementary School,4500 Main Street	 Anderson	 Indiana undefined,Indiana,7656412096,aswinehart@acsc.net,M	 T	 W	 Th	 F,Brk Lun,9:00 AM to 11:00 AM,School Webpage with Meal Info,2020-04-04 12:05:28,2020-04-04 12:05:28
Anderson Community School Corp,Holy Cross North Campus,1115 Pearl Street	 Anderson	 Indiana undefined,Indiana,7656412096,aswinehart@acsc.net,M	 T	 W	 Th	 F,Brk Lun,9:00 AM to 11:00 AM,School Webpage with Meal Info,2020-04-04 12:05:28,2020-04-04 12:05:28
Anderson Community School Corp,Holy Cross South Campus,2824 Morton Street	 Anderson	 Indiana undefined,Indiana,7656412096,aswinehart@acsc.net,M	 T	 W	 Th	 F,Brk Lun,9:00 AM to 11:00 AM,School Webpage with Meal Info,2020-04-04 12:05:28,2020-04-04 12:05:28
Anderson Preparatory Academy,Anderson Preparatory Academy 5-12,101 W. 29th St	 Anderson	 Indiana undefined,Indiana,7656498472,jhayden@goapa.org,M,Brk Lun,10:30 AM to 12:30 PM,School Webpage with Meal Info,2020-04-04 12:05:28,2020-04-04 12:05:28
Anderson Preparatory Academy,Anderson Preparatory Academy K-4,2200 W 22nd Street	 Anderson	 Indiana undefined,Indiana,7656498472,jhayden@goapa.org,M,Brk Lun,10:30 AM to 12:30 PM,School Webpage with Meal Info,2020-04-04 12:05:28,2020-04-04 12:05:28
Anderson Community School Corp,Valley Grove Elementary School,2160 South 300 East	 Anderson	 Indiana undefined,Indiana,7656412096,aswinehart@acsc.net,M	 T	 W	 Th	 F,Brk Lun,9:00 AM to 11:00 AM,School Webpage with Meal Info,2020-04-04 12:05:28,2020-04-04 12:05:28
Elwood Community School Corp,Bus Route 1,1207 North 19th Street	 Elwood	 Indiana undefined,Indiana,7655524101,jhuntington@elwood.k12.in.us,M	 T	 W	 Th	 F,Lun,11:00 AM to 12:30 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Elwood Community School Corp,Bus Route 2,1207 North 19th Street	 Elwood	 Indiana undefined,Indiana,7655524101,jhuntington@elwood.k12.in.us,M	 T	 W	 Th	 F,Lun,11:00 AM to 12:30 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Elwood Community School Corp,Elwood Elementary School,940 North 19th Street	 Elwood	 Indiana undefined,Indiana,7655524111,cbradshaw@@elwood.k12.in.us,M	 T	 W	 Th	 F,Brk Lun,10:45 AM to 12:15 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Elwood Community School Corp,Elwood Intermediate School,1207 North 19th Street	 Elwood	 Indiana undefined,Indiana,7655524102,jhuntington@lewood.k12.in.us,M	 T	 W	 Th	 F,Brk Lun,11:00 AM to 12:30 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Madison-Grant United School Corp,Summitville Elementary School,405 E Mill Street	 Summitville	 Indiana undefined,Indiana,7655362875,,M	 W,Brk Sup,05:00 PM to 06:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Beech Grove City Schools,Beech Grove Middle School,1248 Buffalo St	 Beech Grove	 Indiana undefined,Indiana,3177846649,ksexton@bgcs.k12.in.us,M	 T	 W	 Th	 F,Brk Lun,12:00 PM to 01:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Beech Grove City Schools,Closure Mobile Rt 1,5330 Hornet Ave	 Beech Grove	 Indiana undefined,Indiana,3177861447,mschlicher@bgcs.k12.in.us,M	 T	 W	 Th	 F,Lun,11:30 AM to 01:00 PM,Delivery instead of on-site pickup,2020-04-04 12:05:28,2020-04-04 12:05:28
Beech Grove City Schools,Closure Mobile Rt 2,5330 Hornet Ave.	 Beech Grove	 Indiana undefined,Indiana,3177861447,mschlicher@bgcs.k12.in.us,M	 T	 W	 Th	 F,Lun,11:30 AM to 01:00 PM,Delivery instead of on-site pickup,2020-04-04 12:05:28,2020-04-04 12:05:28
Beech Grove City Schools,Closure Mobile Rt 3,5330 Hornet Ave.	 Beech Grove	 Indiana undefined,Indiana,3177861447,mschlicher@bgcs.k12.in.us,M	 T	 W	 Th	 F,Lun,11:30 AM to 01:00 PM,Delivery instead of on-site pickup,2020-04-04 12:05:28,2020-04-04 12:05:28
Beech Grove City Schools,Hornet Park Elementary School,5249 Hornet Ave	 Beech Grove	 Indiana undefined,Indiana,3177805050,sjenkins@bgcs.k12.in.us,M	 T	 W	 Th	 F,Brk Lun,12:00 PM to 01:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Beech Grove City Schools,South Grove Intermediate School,851 S 9th Ave	 Beech Grove	 Indiana undefined,Indiana,3177861687,swall@bgcs.k12.in.us,M	 T	 W	 Th	 F,Brk Lun,12:00 PM to 01:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
MSD of Decatur Twp,West Newton Elementary School,7529 Mooresville Road	 West Newton	 Indiana undefined,Indiana,3178565237,cwildrick@decaturproud.org,M,Brk Lun,11:00 AM to 12:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Indianapolis Public Schools,015 Thomas D Gregg School 15,2302 E. Michigan St.	 Indianapolis	 Indiana undefined,Indiana,3172264772,hills@myips.org,M	 T	 W	 Th	 F,Brk Lun,12:30 PM to 01:30 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
Indianapolis Public Schools,054 Brookside School 54,3150 E. 10th St.	 Indianapolis	 Indiana undefined,Indiana,3172264772,hills@myips.org,M	 T	 W	 Th	 F,Brk Lun,11:00 AM to 12:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
City of Indianapolis	 Dept of Parks and Recreation,Brookside Park,3500 Brookside Parkway	 S Dr	 Indianapolis	 Indiana undefined,Indiana,3173896464,,M	 T	 W	 Th	 F,Sup,03:30 PM to 04:00 PM,,2020-04-04 12:05:28,2020-04-04 12:05:28
